"Time (s)","Throttle (µs)","Rotation speed (rpm)","Thrust (kgf)","Torque (N⋅m)","Voltage (V)","Current (A)","Electrical power (W)","Mechanical power (W)","Motor & ESC efficiency (%)","Propeller efficiency (gf/W)","Propulsion system efficiency (gf/W)"
"0.30039259999979","1000","0","-0.00225097836217842","0.00049790073438603","23.41650771161","-0.00047108702589903","0.011031212974804055","0","0","",""
"4.9237947999996","1100","1435.9999999999866","0.1530291686625912","0.045004568453721","23.405480252292","0.61724213524479","14.44684860735448","6.767677568794042","46.84535536247545","22.611770006333213","10.592564013212433"
"9.0494525999997","1150","1905.9999999999857","0.26513646065213914","0.07464606556788","23.39454945703","1.1424281108594","26.726590940601586","14.89904514937885","55.74614877928569","17.795533740173465","9.920324714865083"
"13.1995538","1200","2338.99999999996","0.3806645288687371","0.112960087991","23.377710134955","1.9030852198123","44.489774630889066","27.668388288594628","62.19044380005598","13.758102745205921","8.556225155711246"
"17.324421","1250","2749.9999999999586","0.5755757287060821","0.16050894839481","23.352734783844","2.9704904672384","69.3690760593552","46.223258868650476","66.63381076187298","12.452080246908963","8.297295587641884"
"21.4739822","1300","3215.000000000037","0.8704730953166984","0.22364884498888","23.311403712817","4.7322935321388","110.3164050152403","75.29675408029814","68.25526454555498","11.560566002465476","7.890694907946301"
"25.6265528","1350","3690.99999999996","1.1595052135407096","0.29584419227103","23.254457270011","7.0064142898732","162.93036171985077","114.34987948000946","70.18328460881182","10.13997757420823","7.1165693201762545"
"29.7496488","1400","4105.999999999972","1.4430546790991827","0.37105493727425","23.187772890545","9.5087001708351","220.48558004561073","159.5459475789334","72.36117098720422","9.044759211983427","6.5448936787642324"
"33.8777792","1450","4566.000000000034","1.8625163745054634","0.46856885542161","23.089051563318","13.356830706466","308.3965529041027","224.04638652659352","72.64879727636313","8.313083747433655","6.039355359087367"
"37.9996324","1500","4984.999999999963","2.2614866111124594","0.55990666545682","22.976047059238","17.537748102263","402.94812571065654","292.28694514906755","72.53711495333991","7.737213887397852","5.61235173168756"
"42.1249554","1550","5369.999999999973","2.7055093075409036","0.65718318170115","22.843621383785","22.464547293373","513.1716129279448","369.5637321694208","72.0156226220003","7.320819312162928","5.272133608685771"
"46.2764838","1600","5717.999999999956","3.152562389314292","0.74477521624111","22.699912591894","27.695023848593","628.6746205934809","445.9621343133238","70.93687572314069","7.069125709895735","5.014616919541325"
"50.4040782","1650","6039.000000000045","3.6219581381330017","0.84242381758734","22.534347143786","33.915487969376","764.2633794528166","532.7510135277988","69.70777716828826","6.798594551982038","4.739149140871025"
"54.5554018","1700","6345.999999999992","4.0117904879230935","0.92796646160664","22.36021881526","40.342643151601","902.0703284557488","616.681565246298","68.3629142643449","6.505449025901746","4.447314540087871"
