"Time (s)","Throttle (µs)","Rotation speed (rpm)","Thrust (kgf)","Torque (N⋅m)","Voltage (V)","Current (A)","Electrical power (W)","Mechanical power (W)","Motor & ESC efficiency (%)","Propeller efficiency (gf/W)","Propulsion system efficiency (gf/W)"
"0.30085560000008","1000","0","0.00008104779670164124","0.00070586262599638","24.182992550536","0.00018454651246654","0.0044628869362057354","0","0","",""
"4.9261836000001","1100","713.9999999999993","0.023629715252487853","0.0057088031810222","24.179813559976","0.12042227001621","2.911788037461046","0.4268466723960869","14.659263205445368","55.35878989015747","8.115190717347666"
"9.0487022000001","1150","1060.0000000000061","0.05420064384229171","0.013491402130802","24.177503899803","0.19877073585407","4.80578024127849","1.4975853069999567","31.162167885595025","36.1920243133724","11.27821937772848"
"13.1743092","1200","1345.9999999999804","0.08499294653430581","0.022489956600415","24.17399552853","0.30207753282277","7.302420927727017","3.170022138602332","43.4105643864746","26.811467812581068","11.639009497739416"
"17.2995744","1250","1640.999999999984","0.1124461423295111","0.030855562347258","24.169830708061","0.42945349957689","10.379818381757778","5.302377757191206","51.08353115802081","21.206739217515967","10.833151235779988"
"21.448996","1300","1906.9999999999889","0.1481876596374603","0.040284306344843","24.164354916837","0.5910550031114","14.282462870556067","8.044799060504033","56.32641326230047","18.42030590484082","10.375497628140575"
"25.599087","1350","2159.0000000000437","0.24890091698406694","0.058445267032235","24.156174299725","0.84484815012103","20.408299171123833","13.213887577229299","64.74761794910341","18.83631259380343","12.196063713934699"
"29.7505646","1400","2458.9999999999677","0.31784862402753233","0.072372534311226","24.146387092488","1.12220410569","27.097174732770053","18.636352979262767","68.77600031388083","17.05530177396898","11.729954401598228"
"33.9008782","1450","2742.0000000000277","0.42231114938517234","0.092942160322157","24.133545682984","1.4944806750066","36.067117642608544","26.68755769822465","73.99415157782617","15.824271151393743","11.709035181848506"
"38.025079","1500","3069.00000000004","0.5556241443277062","0.11823139902534","24.11535543664","2.053309683134","49.51629283027107","37.99778971774945","76.73795340050185","14.622538533291698","11.221036805647806"
"42.1426646","1550","3394.000000000046","0.7201354268257458","0.14755366458276","24.093002539311","2.7080795704952","65.24576796859711","52.44335361345916","80.37816895449868","13.731681465941357","11.037274128987926"
"46.3012754","1600","3687.0000000000427","0.8708589227295866","0.1829447873961","24.063918565427","3.5705425449513","85.92124503610056","70.63530021181573","82.20935367281712","12.328947709121666","10.135548226328515"
"50.450742","1650","3947.0000000000277","1.0088324339511556","0.20347677448082","24.037602385799","4.2188827528481","101.41182612526775","84.10282597088242","82.93197074175097","11.995226347095965","9.94787760458043"
"54.5757516","1700","4196.999999999981","1.1357822509648046","0.23080899631728","24.005373281191","5.0857280440932","122.08480010507867","101.4425878250703","83.09190639437377","11.19630596296864","9.303224070377592"
"58.7013806","1750","4477.000000000031","1.2795492936307507","0.25863631606998","23.96869644483","6.0427242718251","144.83622377118223","121.25655294881768","83.71976967611596","10.552413560451845","8.834456328081512"
"62.8513398","1800","4745.000000000043","1.432215039281406","0.2903291933691","23.925393988475","7.1990567525145","172.2402691493008","144.26319364991016","83.7569485709874","9.927792412228342","8.315215984944484"
"66.9775016","1850","5011.000000000047","1.648987136554991","0.32891422798045","23.87635103827","8.4589725979457","201.96939917165827","172.59796903892928","85.45748501842819","9.553919699849214","8.1645394961713"
"71.1267622","1900","5278.999999999964","1.8158737363805175","0.35930311160613","23.824616161845","9.7351087010658","231.93522809673013","198.62836065288127","85.63958234496486","9.142066774411436","7.829227803303755"
"75.2772436","1950","5529.000000000012","2.052656955890544","0.39901318316004","23.766551526974","11.206249079565","266.3338961735865","231.02684788726586","86.74331401538585","8.884928200605406","7.70708116909272"
"79.427601","2000","5728.999999999992","2.228918236546527","0.42706694537936","23.712814560234","12.413001704201","294.34720754758695","256.21431988927253","87.04492970188973","8.699428812213904","7.572411694057534"
