"Time (s)","Throttle (µs)","Rotation speed (rpm)","Thrust (kgf)","Torque (N⋅m)","Voltage (V)","Current (A)","Electrical power (W)","Mechanical power (W)","Motor & ESC efficiency (%)","Propeller efficiency (gf/W)","Propulsion system efficiency (gf/W)"
"0.30105279999953","1000","0","0.00018393611390309637","0.00018229320470695","23.804227406023","-0.00031908880253136","0.00759566241817206","0","0","",""
"4.9520631999994","1100","1756.9999999999789","0.1663660203974242","0.038331446618833","23.789514131907","0.6410587787319","15.250476876025578","7.052702898709439","46.245785991103","23.588973303819056","10.90890611158258"
"9.1019905999995","1150","2268.0000000000155","0.3001995015742379","0.067677202975529","23.775350871857","1.1672000107958","27.750589794305426","16.073633798467206","57.92177361853983","18.67651741592279","10.817770137477963"
"13.252131399999","1200","2708.0000000000127","0.4474065615278408","0.099237053320914","23.755588862399","1.8742496819639","44.5239048702165","28.141752430300013","63.205939623514375","15.898319148246133","10.048682001994075"
"17.401643799999","1250","3147.000000000007","0.6290767657239221","0.1276776447777","23.731873737041","2.681740926736","63.642737068754066","42.076559725347266","66.11368659379218","14.950765220117583","9.884502061002223"
"21.552031399999","1300","3573.9999999999623","0.8032868080961083","0.16361276307105","23.700922188675","3.7169521553684","88.09519381341428","61.23508783913938","69.51013464915619","13.11808044117273","9.118395378043786"
"25.678092999999","1350","3974.0000000000205","0.9580950398954995","0.20157129068203","23.664004858779","4.8953884727912","115.84449660574165","83.8851638963204","72.41186793863004","11.42150763488615","8.270527025174307"
"29.802045599999","1400","4479.000000000037","1.2392243745111735","0.25195792460223","23.607859449304","6.7738988528542","159.91725204198355","118.17829032615462","73.89965048619578","10.486057727617291","7.749160010489903"
"33.9294996","1450","5050.999999999986","1.6327320384203579","0.32202240224368","23.528425555812","9.4635808400852","222.6631572873534","170.3303629924194","76.49687764581682","9.585678147665446","7.332744484141436"
"38.054564999999","1500","5517.999999999975","1.9878731992295025","0.38330009743658","23.442638656006","12.140891323584","284.61452826061816","221.48751153708736","77.820170632426","8.97510286441879","6.984440363526455"
"42.205408","1550","5947.000000000033","2.2398813294425723","0.43990569750263","23.343889876365","15.156926853461","353.8216313313131","273.95936021264714","77.42866347143028","8.175962039420655","6.330538133054907"
"46.328860999999","1600","6383.000000000016","2.6146274082512377","0.51592978490198","23.21870750403","19.119536687855","443.9309299678758","344.86098400431916","77.68347747909216","7.581685170330812","5.889716691829606"
"50.4794404","1650","6792.000000000008","3.035761309954674","0.59246557311967","23.080851294315","23.440974378084","541.0376438144049","421.39503539279","77.88645396684144","7.204074692348915","5.610998318993212"
"54.6296138","1700","7224.999999999984","3.314003997601016","0.64070692037632","22.947844707703","27.283432903786","626.0959813691154","484.75900379314385","77.42566926130033","6.836394933708475","5.293124530769417"
"58.759991599999","1750","7541.999999999963","3.8500884178797046","0.74498350010505","22.771632081675","33.134104814106","754.5176441824783","588.3852813112719","77.98164639990478","6.543481864977011","5.102714890188267"
"62.881272199999","1800","7895.999999999967","4.276717899323215","0.81522593524382","22.598714173025","38.707002380746","874.7284832970771","674.0835753756081","77.06203561987755","6.344492071239345","4.88919473983877"
"67.008852199999","1850","8204.000000000013","4.720060796648499","0.90083081507878","22.408540394726","44.923365744261","1006.6670559473228","773.9225544756439","76.87969422495355","6.09888000983055","4.688800302704544"
