"Time (s)","Throttle (µs)","Rotation speed (rpm)","Thrust (kgf)","Torque (N⋅m)","Voltage (V)","Current (A)","Electrical power (W)","Mechanical power (W)","Motor & ESC efficiency (%)","Propeller efficiency (gf/W)","Propulsion system efficiency (gf/W)"
"0.41164699999998","1000","0","-0.0003204059970195939","0.00017471051732541","25.063214081857","0.0004295773497029","0.010766589080320533","0","0","",""
"13.4890848","1150","1001.0000000000055","0.053555058507183395","0.012572875145773","25.059673583713","0.21634825867323","5.421616742755848","1.3179450348218278","24.30907785178313","40.63527468307771","9.878060557995282"
"17.7550284","1200","1689.0000000000446","0.157621751637858","0.03475579360119","25.053289031109","0.55083838514589","13.800313272489321","6.147315131196488","44.544750614111436","25.64074693974232","11.421606779903623"
"22.0576662","1250","2251.9999999999636","0.2932585222996742","0.062999223359573","25.043501626663","1.0464350939564","26.206398977694356","14.857036823107924","56.69240110307994","19.738695258771518","11.19034028861737"
"26.3685694","1300","2879.999999999999","0.513802488801028","0.10634427428684","25.02526800083","2.0238019526151","50.64618624479593","32.072677521683936","63.32693515492396","16.019943718563958","10.144939370510311"
"30.6664398","1350","3582.999999999991","0.8369981655484391","0.16873703842372","24.993800461608","3.6842513361042","92.08344274500105","63.3119731132178","68.75500223046865","13.220219247498019","9.08956203849011"
"34.998689","1400","4159.999999999956","1.1541889497108595","0.22866652867799","24.95686306888","5.4610816230403","136.29146627419374","99.61495601084151","73.08965024298313","11.586502629035387","8.468534246956008"
"39.2725072","1450","4718.999999999958","1.4809040058260468","0.29143327427834","24.908133984101","7.8667279807682","195.94551456145064","144.01831684710302","73.49916489256371","10.282747627152508","7.557733633967004"
"43.585461","1500","5322.000000000006","1.9425588041592186","0.37500376338776","24.842193689134","11.030949290028","274.03297883789077","208.99654868582084","76.26693311590668","9.29469322041015","7.08877746173892"
"47.8902052","1550","5927.999999999971","2.40572525197361","0.46575699192762","24.75740083412","15.091458028701","373.6252755878491","289.13202385350195","77.38556322202548","8.32050777326744","6.438871803275421"
"52.2800884","1600","6465.999999999999","2.9010489024845385","0.55640934671432","24.656348555957","19.81870824084","488.6569783149684","376.7547487542241","77.10004470894577","7.700099101808633","5.936779850127589"
"56.6330006","1650","7008.000000000042","3.409199734998802","0.65146290077371","24.537320608924","25.262649683177","619.8777347070463","478.0930163534743","77.12698643377159","7.130829395922899","5.4997938208088515"
"61.013307","1700","7456.999999999973","3.9392257134816684","0.7590829580173","24.397238556759","31.689379042582","773.1333402174322","592.7642488894871","76.67037728870689","6.64551838418326","5.095144017943684"
"65.409944","1750","7903.999999999993","4.403577314818516","0.84750315254098","24.251387189383","38.078748017179","923.4624618515581","701.4825498085138","75.96221598461395","6.277529378343876","4.768550424875168"
